dataset,pipeline,signal,iteration,status,elapsed,split,run_id,expected,index,y,y_hat,fy_hat,ry_hat,scores,f1,recall,precision,tn,fp,fn,tp
YAHOOA2,U_aer,synthetic_1,0,OK,19.931179,False,61368e85-0,"[[659, 660], [894, 895]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.12883357]
  [-0.11616307]
  [-0.08088743]
  ...
  [ 0.36770496]
  [ 0.33930812]
  [ 0.32449308]]

 [[-0.11616307]
  [-0.08088743]
  [-0.05758874]
  ...
  [ 0.33930812]
  [ 0.32449308]
  [ 0.30252423]]

 [[-0.08088743]
  [-0.05758874]
  [-0.03991934]
  ...
  [ 0.32449308]
  [ 0.30252423]
  [ 0.27089452]]

 ...

 [[-0.25651796]
  [-0.2761923 ]
  [-0.28529274]
  ...
  [ 0.02153056]
  [ 0.05091064]
  [ 0.05222364]]

 [[-0.2761923 ]
  [-0.28529274]
  [-0.31866065]
  ...
  [ 0.05091064]
  [ 0.05222364]
  [ 0.09621384]]

 [[-0.28529274]
  [-0.31866065]
  [-0.33369081]
  ...
  [ 0.05222364]
  [ 0.09621384]
  [ 0.13043628]]]","[[[-0.08739258]
  [-0.0597985 ]
  [-0.03489746]
  ...
  [ 0.3903592 ]
  [ 0.37775338]
  [ 0.3660751 ]]

 [[-0.06431753]
  [-0.03686264]
  [-0.01197121]
  ...
  [ 0.37069303]
  [ 0.35769138]
  [ 0.3456347 ]]

 [[-0.04279345]
  [-0.01546604]
  [ 0.00942717]
  ...
  [ 0.35155278]
  [ 0.33820575]
  [ 0.32583424]]

 ...

 [[-0.3025976 ]
  [-0.3137448 ]
  [-0.32670993]
  ...
  [-0.05480635]
  [-0.03346952]
  [-0.01126488]]

 [[-0.31858552]
  [-0.3292142 ]
  [-0.34177923]
  ...
  [-0.03759032]
  [-0.01655919]
  [ 0.00530324]]

 [[-0.3386316 ]
  [-0.34849584]
  [-0.36046422]
  ...
  [-0.01665834]
  [ 0.0041104 ]
  [ 0.02565449]]]","[[0.3554123 ]
 [0.3346217 ]
 [0.3145492 ]
 ...
 [0.01163097]
 [0.02780389]
 [0.04775287]]","[[-0.11894301]
 [-0.09551958]
 [-0.07365683]
 ...
 [-0.29428458]
 [-0.31098178]
 [-0.33205205]]",[1.         1.00607119 1.00607119 ... 1.12154775 1.12791933 1.13608018],1.0,1.0,1.0,,0,0,2
YAHOOA2,U_aer,synthetic_20,0,OK,18.713918,False,61368e85-0,"[[624, 626], [659, 661], [894, 896]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.39711644]
  [-0.46595308]
  [-0.34448706]
  ...
  [-0.57747564]
  [-0.6275777 ]
  [-0.56006079]]

 [[-0.46595308]
  [-0.34448706]
  [-0.32371619]
  ...
  [-0.6275777 ]
  [-0.56006079]
  [-0.54964147]]

 [[-0.34448706]
  [-0.32371619]
  [-0.35016385]
  ...
  [-0.56006079]
  [-0.54964147]
  [-0.61762439]]

 ...

 [[-0.59826995]
  [-0.61056966]
  [-0.53585339]
  ...
  [-0.37058796]
  [-0.34532162]
  [-0.55717707]]

 [[-0.61056966]
  [-0.53585339]
  [-0.66739495]
  ...
  [-0.34532162]
  [-0.55717707]
  [-0.41052992]]

 [[-0.53585339]
  [-0.66739495]
  [-0.64665948]
  ...
  [-0.55717707]
  [-0.41052992]
  [-0.34654355]]]","[[[-0.4812974 ]
  [-0.45952445]
  [-0.4230068 ]
  ...
  [-0.71102965]
  [-0.7106111 ]
  [-0.6894315 ]]

 [[-0.45255867]
  [-0.43205744]
  [-0.3967565 ]
  ...
  [-0.68673736]
  [-0.68429226]
  [-0.66128504]]

 [[-0.43976656]
  [-0.4199101 ]
  [-0.38525796]
  ...
  [-0.6694117 ]
  [-0.6660063 ]
  [-0.64212215]]

 ...

 [[-0.65622216]
  [-0.69938433]
  [-0.72707146]
  ...
  [-0.40166056]
  [-0.43719494]
  [-0.44735146]]

 [[-0.6979227 ]
  [-0.7406904 ]
  [-0.7669393 ]
  ...
  [-0.43703324]
  [-0.47448057]
  [-0.4861467 ]]

 [[-0.725511  ]
  [-0.7664532 ]
  [-0.7902706 ]
  ...
  [-0.46137074]
  [-0.50074154]
  [-0.51411986]]]","[[-0.58737546]
 [-0.5599306 ]
 [-0.5414297 ]
 ...
 [-0.3836699 ]
 [-0.42034036]
 [-0.44697645]]","[[-0.4517935 ]
 [-0.42331082]
 [-0.41089836]
 ...
 [-0.5773351 ]
 [-0.6166722 ]
 [-0.64395976]]",[1.         1.01897368 1.01897368 ... 1.14058136 1.10377962 1.09904269],1.0,1.0,1.0,,0,0,3
YAHOOA2,U_aer,synthetic_21,0,OK,20.212137,False,61368e85-0,"[[894, 894]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.84192857]
  [-0.82513174]
  [-0.84095003]
  ...
  [-0.7303811 ]
  [-0.74284722]
  [-0.7303519 ]]

 [[-0.82513174]
  [-0.84095003]
  [-0.79525998]
  ...
  [-0.74284722]
  [-0.7303519 ]
  [-0.73391259]]

 [[-0.84095003]
  [-0.79525998]
  [-0.81547758]
  ...
  [-0.7303519 ]
  [-0.73391259]
  [-0.72308516]]

 ...

 [[-0.74976834]
  [-0.7055016 ]
  [-0.73014699]
  ...
  [-0.82226161]
  [-0.82125723]
  [-0.8054981 ]]

 [[-0.7055016 ]
  [-0.73014699]
  [-0.70985738]
  ...
  [-0.82125723]
  [-0.8054981 ]
  [-0.80421808]]

 [[-0.73014699]
  [-0.70985738]
  [-0.72310186]
  ...
  [-0.8054981 ]
  [-0.80421808]
  [-0.8067525 ]]]","[[[-0.8645778 ]
  [-0.8438416 ]
  [-0.8245508 ]
  ...
  [-0.7258316 ]
  [-0.7392856 ]
  [-0.7501218 ]]

 [[-0.8623398 ]
  [-0.8417633 ]
  [-0.8225977 ]
  ...
  [-0.7272031 ]
  [-0.74076897]
  [-0.75173026]]

 [[-0.85846245]
  [-0.8381459 ]
  [-0.8191524 ]
  ...
  [-0.72853416]
  [-0.7423212 ]
  [-0.7535277 ]]

 ...

 [[-0.7314212 ]
  [-0.7193157 ]
  [-0.7072952 ]
  ...
  [-0.8183002 ]
  [-0.8367582 ]
  [-0.85341215]]

 [[-0.7327047 ]
  [-0.7205115 ]
  [-0.7084594 ]
  ...
  [-0.818573  ]
  [-0.8369448 ]
  [-0.85353047]]

 [[-0.73214144]
  [-0.719956  ]
  [-0.70790845]
  ...
  [-0.8183933 ]
  [-0.8368001 ]
  [-0.85344505]]]","[[-0.7125351 ]
 [-0.7142785 ]
 [-0.71634954]
 ...
 [-0.8215541 ]
 [-0.82162005]
 [-0.8216325 ]]","[[-0.8284458 ]
 [-0.8259719 ]
 [-0.8216544 ]
 ...
 [-0.6843979 ]
 [-0.68588126]
 [-0.6853028 ]]",[1.         1.00583272 1.00583272 ... 1.02511154 1.02374155 1.01888279],1.0,1.0,1.0,,0,0,1
YAHOOA2,U_aer,synthetic_22,0,OK,19.877404,False,61368e85-0,"[[659, 660], [894, 895]]",[   1    2    3 ... 1419 1420 1421],"[[[ 0.00525391]
  [-0.155825  ]
  [ 0.05131998]
  ...
  [ 0.42894394]
  [ 0.27364695]
  [ 0.34440605]]

 [[-0.155825  ]
  [ 0.05131998]
  [ 0.06401712]
  ...
  [ 0.27364695]
  [ 0.34440605]
  [ 0.30346445]]

 [[ 0.05131998]
  [ 0.06401712]
  [-0.01415   ]
  ...
  [ 0.34440605]
  [ 0.30346445]
  [ 0.10978687]]

 ...

 [[-0.32421526]
  [-0.31898782]
  [-0.14593312]
  ...
  [-0.04338157]
  [ 0.07010334]
  [-0.27431389]]

 [[-0.31898782]
  [-0.14593312]
  [-0.37242914]
  ...
  [ 0.07010334]
  [-0.27431389]
  [ 0.07520037]]

 [[-0.14593312]
  [-0.37242914]
  [-0.30517174]
  ...
  [-0.27431389]
  [ 0.07520037]
  [ 0.26520129]]]","[[[-0.09020974]
  [-0.06647751]
  [-0.04331829]
  ...
  [ 0.30670893]
  [ 0.2963807 ]
  [ 0.28740546]]

 [[-0.07975507]
  [-0.05556087]
  [-0.031906  ]
  ...
  [ 0.29088077]
  [ 0.28059328]
  [ 0.27163768]]

 [[-0.06714544]
  [-0.04288137]
  [-0.01916476]
  ...
  [ 0.28631347]
  [ 0.2758345 ]
  [ 0.26680496]]

 ...

 [[-0.2590742 ]
  [-0.26453155]
  [-0.2734258 ]
  ...
  [-0.05040081]
  [-0.04021408]
  [-0.03294204]]

 [[-0.26030046]
  [-0.26702   ]
  [-0.27689067]
  ...
  [-0.0490927 ]
  [-0.03993292]
  [-0.03391388]]

 [[-0.29231456]
  [-0.298666  ]
  [-0.3083195 ]
  ...
  [-0.02149461]
  [-0.01181426]
  [-0.0050941 ]]]","[[ 0.2804215 ]
 [ 0.26462066]
 [ 0.25989363]
 ...
 [-0.03046108]
 [-0.03299336]
 [-0.00322597]]","[[-0.1141289 ]
 [-0.10405129]
 [-0.09152094]
 ...
 [-0.2586456 ]
 [-0.2582663 ]
 [-0.29086345]]",[1.         1.05761329 1.05761329 ... 1.5113364  1.4332524  1.44265833],1.0,1.0,1.0,,0,0,2
YAHOOA2,U_aer,synthetic_23,0,OK,20.302053,False,61368e85-0,"[[624, 626], [659, 661], [894, 896]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.75474795]
  [-0.79069331]
  [-0.74260701]
  ...
  [-0.76184337]
  [-0.79880123]
  [-0.78409113]]

 [[-0.79069331]
  [-0.74260701]
  [-0.73890201]
  ...
  [-0.79880123]
  [-0.78409113]
  [-0.7947913 ]]

 [[-0.74260701]
  [-0.73890201]
  [-0.7559416 ]
  ...
  [-0.78409113]
  [-0.7947913 ]
  [-0.84026364]]

 ...

 [[-0.84808362]
  [-0.83792592]
  [-0.78948277]
  ...
  [-0.77109159]
  [-0.7547041 ]
  [-0.842852  ]]

 [[-0.83792592]
  [-0.78948277]
  [-0.83224684]
  ...
  [-0.7547041 ]
  [-0.842852  ]
  [-0.77266051]]

 [[-0.78948277]
  [-0.83224684]
  [-0.8080039 ]
  ...
  [-0.842852  ]
  [-0.77266051]
  [-0.73889   ]]]","[[[-0.7956392 ]
  [-0.7823666 ]
  [-0.760912  ]
  ...
  [-0.78906053]
  [-0.80628854]
  [-0.81953514]]

 [[-0.7871387 ]
  [-0.7740726 ]
  [-0.75279456]
  ...
  [-0.7931121 ]
  [-0.810426  ]
  [-0.82371366]]

 [[-0.78690165]
  [-0.77390367]
  [-0.7527173 ]
  ...
  [-0.7955972 ]
  [-0.81283855]
  [-0.8260309 ]]

 ...

 [[-0.8400549 ]
  [-0.8255092 ]
  [-0.80290705]
  ...
  [-0.7393519 ]
  [-0.75546706]
  [-0.76754755]]

 [[-0.82235885]
  [-0.80865633]
  [-0.7869324 ]
  ...
  [-0.77024573]
  [-0.78730273]
  [-0.8005304 ]]

 [[-0.8263997 ]
  [-0.8120668 ]
  [-0.7897886 ]
  ...
  [-0.7601039 ]
  [-0.7768358 ]
  [-0.7896547 ]]]","[[-0.7965279 ]
 [-0.80063915]
 [-0.8029813 ]
 ...
 [-0.7430394 ]
 [-0.7776915 ]
 [-0.7664054 ]]","[[-0.7609282 ]
 [-0.75229347]
 [-0.7520744 ]
 ...
 [-0.8061443 ]
 [-0.7878943 ]
 [-0.79262346]]",[1.         1.00656965 1.00656965 ... 1.07438351 1.06031387 1.05099944],1.0,1.0,1.0,,0,0,3
YAHOOA2,U_aer,synthetic_24,0,OK,19.692268,False,61368e85-0,"[[894, 894]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.20529586]
  [-0.09076021]
  [-0.17729515]
  ...
  [-0.6114062 ]
  [-0.7016366 ]
  [-0.63704094]]

 [[-0.09076021]
  [-0.17729515]
  [ 0.11523153]
  ...
  [-0.7016366 ]
  [-0.63704094]
  [-0.67041976]]

 [[-0.17729515]
  [ 0.11523153]
  [ 0.00140729]
  ...
  [-0.63704094]
  [-0.67041976]
  [-0.61409363]]

 ...

 [[ 0.35447308]
  [ 0.60532219]
  [ 0.43088535]
  ...
  [-0.13576953]
  [-0.09000208]
  [ 0.04689552]]

 [[ 0.60532219]
  [ 0.43088535]
  [ 0.53293268]
  ...
  [-0.09000208]
  [ 0.04689552]
  [ 0.09468339]]

 [[ 0.43088535]
  [ 0.53293268]
  [ 0.42781897]
  ...
  [ 0.04689552]
  [ 0.09468339]
  [ 0.11905154]]]","[[[-0.1020762 ]
  [-0.086187  ]
  [-0.06485949]
  ...
  [-0.50608313]
  [-0.529436  ]
  [-0.55220544]]

 [[-0.06731459]
  [-0.0505963 ]
  [-0.02842063]
  ...
  [-0.52283657]
  [-0.5461746 ]
  [-0.568947  ]]

 [[-0.02890716]
  [-0.01161204]
  [ 0.010831  ]
  ...
  [-0.5338313 ]
  [-0.5564883 ]
  [-0.578607  ]]

 ...

 [[ 0.4039243 ]
  [ 0.39659014]
  [ 0.38108563]
  ...
  [-0.12718503]
  [-0.10876967]
  [-0.09398933]]

 [[ 0.3874575 ]
  [ 0.37991276]
  [ 0.36418954]
  ...
  [-0.09656215]
  [-0.07829694]
  [-0.06369399]]

 [[ 0.35683548]
  [ 0.34880224]
  [ 0.33236784]
  ...
  [-0.07556415]
  [-0.05661655]
  [-0.04143599]]]","[[-0.5739194 ]
 [-0.5907115 ]
 [-0.59980637]
 ...
 [-0.08442301]
 [-0.05432713]
 [-0.03163537]]","[[-0.10967018]
 [-0.07558011]
 [-0.03806464]
 ...
 [ 0.39959392]
 [ 0.3832884 ]
 [ 0.35271505]]",[1.         1.06994682 1.06994682 ... 1.30504407 1.35580727 1.35208856],0.0,0.0,0.0,,1,1,0
YAHOOA2,U_aer,synthetic_25,0,OK,19.749838,False,61368e85-0,"[[659, 660], [894, 895]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.59596692]
  [-0.65299545]
  [-0.57091162]
  ...
  [-0.8217646 ]
  [-0.87638621]
  [-0.84498589]]

 [[-0.65299545]
  [-0.57091162]
  [-0.5623365 ]
  ...
  [-0.87638621]
  [-0.84498589]
  [-0.85518421]]

 [[-0.57091162]
  [-0.5623365 ]
  [-0.58815039]
  ...
  [-0.84498589]
  [-0.85518421]
  [-0.92248844]]

 ...

 [[-0.92769405]
  [-0.91931589]
  [-0.8470942 ]
  ...
  [-0.61170117]
  [-0.58691058]
  [-0.73525131]]

 [[-0.91931589]
  [-0.8470942 ]
  [-0.92541499]
  ...
  [-0.58691058]
  [-0.73525131]
  [-0.62148098]]

 [[-0.8470942 ]
  [-0.92541499]
  [-0.89232393]
  ...
  [-0.73525131]
  [-0.62148098]
  [-0.5680399 ]]]","[[[-0.654337  ]
  [-0.6489925 ]
  [-0.63153434]
  ...
  [-0.8832639 ]
  [-0.9088723 ]
  [-0.9155342 ]]

 [[-0.63746935]
  [-0.6323224 ]
  [-0.6149375 ]
  ...
  [-0.88132364]
  [-0.90623826]
  [-0.91235644]]

 [[-0.63491076]
  [-0.6301549 ]
  [-0.61305964]
  ...
  [-0.8831261 ]
  [-0.907914  ]
  [-0.9138982 ]]

 ...

 [[-0.91825557]
  [-0.9098972 ]
  [-0.89445245]
  ...
  [-0.6423785 ]
  [-0.6769877 ]
  [-0.68773717]]

 [[-0.9059801 ]
  [-0.8959292 ]
  [-0.8788032 ]
  ...
  [-0.6710487 ]
  [-0.7060228 ]
  [-0.717234  ]]

 [[-0.8942162 ]
  [-0.8838583 ]
  [-0.86658555]
  ...
  [-0.67773044]
  [-0.7131876 ]
  [-0.72488797]]]","[[-0.8522258 ]
 [-0.8493376 ]
 [-0.85096455]
 ...
 [-0.62045425]
 [-0.64988405]
 [-0.65764624]]","[[-0.6136225 ]
 [-0.59659547]
 [-0.59357136]
 ...
 [-0.8936209 ]
 [-0.8821371 ]
 [-0.8706484 ]]",[1.         1.01032329 1.01032329 ... 1.08223568 1.06827637 1.06969288],1.0,1.0,1.0,,0,0,2
YAHOOA2,U_aer,synthetic_26,0,OK,19.956032,False,61368e85-0,"[[624, 626], [659, 661], [894, 896]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.14127427]
  [-0.27331533]
  [-0.07679579]
  ...
  [-0.60725745]
  [-0.71852411]
  [-0.6264593 ]]

 [[-0.27331533]
  [-0.07679579]
  [-0.05395397]
  ...
  [-0.71852411]
  [-0.6264593 ]
  [-0.63255242]]

 [[-0.07679579]
  [-0.05395397]
  [-0.11241295]
  ...
  [-0.6264593 ]
  [-0.63255242]
  [-0.77348083]]

 ...

 [[ 0.1401522 ]
  [ 0.17816045]
  [ 0.3645307 ]
  ...
  [-0.35857483]
  [-0.24626438]
  [-0.54234439]]

 [[ 0.17816045]
  [ 0.3645307 ]
  [ 0.19283527]
  ...
  [-0.24626438]
  [-0.54234439]
  [-0.2189024 ]]

 [[ 0.3645307 ]
  [ 0.19283527]
  [ 0.28177491]
  ...
  [-0.54234439]
  [-0.2189024 ]
  [-0.03768347]]]","[[[-0.28845334]
  [-0.27898046]
  [-0.2536323 ]
  ...
  [-0.8330909 ]
  [-0.8352442 ]
  [-0.81050974]]

 [[-0.2480092 ]
  [-0.23782709]
  [-0.21344417]
  ...
  [-0.8142905 ]
  [-0.8124246 ]
  [-0.7853633 ]]

 [[-0.22585753]
  [-0.2151216 ]
  [-0.19102702]
  ...
  [-0.7999401 ]
  [-0.7961915 ]
  [-0.76829714]]

 ...

 [[ 0.21181512]
  [ 0.23151356]
  [ 0.24742746]
  ...
  [-0.2996114 ]
  [-0.2682721 ]
  [-0.24311289]]

 [[ 0.21482524]
  [ 0.2339493 ]
  [ 0.24920964]
  ...
  [-0.30100775]
  [-0.27098706]
  [-0.24727249]]

 [[ 0.22513348]
  [ 0.2442405 ]
  [ 0.25907153]
  ...
  [-0.27412674]
  [-0.24349323]
  [-0.22030926]]]","[[-0.7184429 ]
 [-0.69768035]
 [-0.6832562 ]
 ...
 [-0.23154622]
 [-0.2373217 ]
 [-0.21295035]]","[[-0.26704803]
 [-0.23056567]
 [-0.21048602]
 ...
 [ 0.18821463]
 [ 0.19165611]
 [ 0.20123851]]",[1.         1.04744788 1.04744788 ... 1.38307651 1.28382293 1.26598837],1.0,1.0,1.0,,0,0,3
YAHOOA2,U_aer,synthetic_27,0,OK,19.400565,False,61368e85-0,"[[894, 894]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.67280262]
  [-0.61986083]
  [-0.65355927]
  ...
  [-0.78509318]
  [-0.80283038]
  [-0.7538183 ]]

 [[-0.61986083]
  [-0.65355927]
  [-0.52405679]
  ...
  [-0.80283038]
  [-0.7538183 ]
  [-0.74700403]]

 [[-0.65355927]
  [-0.52405679]
  [-0.56968213]
  ...
  [-0.7538183 ]
  [-0.74700403]
  [-0.70161087]]

 ...

 [[-0.75220986]
  [-0.65165523]
  [-0.73372866]
  ...
  [-0.57605041]
  [-0.58123278]
  [-0.54743898]]

 [[-0.65165523]
  [-0.73372866]
  [-0.69612354]
  ...
  [-0.58123278]
  [-0.54743898]
  [-0.55223415]]

 [[-0.73372866]
  [-0.69612354]
  [-0.74711922]
  ...
  [-0.54743898]
  [-0.55223415]
  [-0.56725535]]]","[[[-0.62941134]
  [-0.6079564 ]
  [-0.58511186]
  ...
  [-0.8072485 ]
  [-0.81205887]
  [-0.8047925 ]]

 [[-0.6173226 ]
  [-0.5959211 ]
  [-0.5736434 ]
  ...
  [-0.79708934]
  [-0.80152166]
  [-0.79363316]]

 [[-0.6044709 ]
  [-0.5830979 ]
  [-0.5613917 ]
  ...
  [-0.78667325]
  [-0.7906441 ]
  [-0.78202814]]

 ...

 [[-0.7318109 ]
  [-0.7564886 ]
  [-0.77026457]
  ...
  [-0.6027067 ]
  [-0.62885743]
  [-0.63833314]]

 [[-0.7496635 ]
  [-0.77421594]
  [-0.787446  ]
  ...
  [-0.6133078 ]
  [-0.6407114 ]
  [-0.6513078 ]]

 [[-0.7621014 ]
  [-0.7866747 ]
  [-0.799654  ]
  ...
  [-0.6229206 ]
  [-0.65125114]
  [-0.66270566]]]","[[-0.7232259 ]
 [-0.7118388 ]
 [-0.7000486 ]
 ...
 [-0.595806  ]
 [-0.60808796]
 [-0.61885095]]","[[-0.6353626 ]
 [-0.62372404]
 [-0.61140496]
 ...
 [-0.67420846]
 [-0.6916388 ]
 [-0.70382506]]",[1.         1.01106697 1.01106697 ... 1.06071475 1.06673453 1.06554036],1.0,1.0,1.0,,0,0,1
YAHOOA2,U_aer,synthetic_28,0,OK,19.146817,False,61368e85-0,"[[659, 660], [894, 895]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.70984028]
  [-0.75735881]
  [-0.70138296]
  ...
  [-0.55502882]
  [-0.59530486]
  [-0.57203159]]

 [[-0.75735881]
  [-0.70138296]
  [-0.70005296]
  ...
  [-0.59530486]
  [-0.57203159]
  [-0.58014065]]

 [[-0.70138296]
  [-0.70005296]
  [-0.72425341]
  ...
  [-0.57203159]
  [-0.58014065]
  [-0.63116813]]

 ...

 [[-0.63683989]
  [-0.62920402]
  [-0.57451937]
  ...
  [-0.74716271]
  [-0.72379   ]
  [-0.82913394]]

 [[-0.62920402]
  [-0.57451937]
  [-0.63225531]
  ...
  [-0.72379   ]
  [-0.82913394]
  [-0.73945875]]

 [[-0.57451937]
  [-0.63225531]
  [-0.60755775]
  ...
  [-0.82913394]
  [-0.73945875]
  [-0.69462595]]]","[[[-0.77178586]
  [-0.7482464 ]
  [-0.72419506]
  ...
  [-0.6190788 ]
  [-0.63273644]
  [-0.6382585 ]]

 [[-0.76162785]
  [-0.73827356]
  [-0.7143131 ]
  ...
  [-0.61735654]
  [-0.63115984]
  [-0.6367448 ]]

 [[-0.7647456 ]
  [-0.74127394]
  [-0.71719396]
  ...
  [-0.6163726 ]
  [-0.6300589 ]
  [-0.63552386]]

 ...

 [[-0.62690175]
  [-0.6102469 ]
  [-0.5930405 ]
  ...
  [-0.75258654]
  [-0.77362484]
  [-0.7883607 ]]

 [[-0.6256018 ]
  [-0.6093644 ]
  [-0.59269464]
  ...
  [-0.7637012 ]
  [-0.7853572 ]
  [-0.8008913 ]]

 [[-0.6286088 ]
  [-0.6122722 ]
  [-0.5955358 ]
  ...
  [-0.76429313]
  [-0.78581893]
  [-0.80134004]]]","[[-0.5885555 ]
 [-0.58716047]
 [-0.58584654]
 ...
 [-0.74765825]
 [-0.7606822 ]
 [-0.7612616 ]]","[[-0.72929776]
 [-0.7189191 ]
 [-0.722093  ]
 ...
 [-0.57983017]
 [-0.5784273 ]
 [-0.5815267 ]]",[1.         1.00843331 1.00843331 ... 1.06274669 1.05137484 1.05206624],1.0,1.0,1.0,,0,0,2
YAHOOA2,U_aer,synthetic_29,0,OK,19.743642,False,61368e85-0,"[[624, 626], [659, 661], [894, 896]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.11228018]
  [-0.28726366]
  [-0.07340704]
  ...
  [ 0.23322038]
  [ 0.07331414]
  [ 0.15218452]]

 [[-0.28726366]
  [-0.07340704]
  [-0.06487641]
  ...
  [ 0.07331414]
  [ 0.15218452]
  [ 0.11316451]]

 [[-0.07340704]
  [-0.06487641]
  [-0.1522863 ]
  ...
  [ 0.15218452]
  [ 0.11316451]
  [-0.08708131]]

 ...

 [[-0.4369221 ]
  [-0.42707124]
  [-0.24005547]
  ...
  [-0.19685315]
  [-0.08186888]
  [-0.45043329]]

 [[-0.42707124]
  [-0.24005547]
  [-0.47501706]
  ...
  [-0.08186888]
  [-0.45043329]
  [-0.08623086]]

 [[-0.24005547]
  [-0.47501706]
  [-0.39984439]
  ...
  [-0.45043329]
  [-0.08623086]
  [ 0.10952199]]]","[[[-0.2224137 ]
  [-0.2137351 ]
  [-0.20340967]
  ...
  [ 0.10009399]
  [ 0.08515455]
  [ 0.0716753 ]]

 [[-0.20267935]
  [-0.19439511]
  [-0.18457223]
  ...
  [ 0.07713458]
  [ 0.06157767]
  [ 0.04742507]]

 [[-0.19854486]
  [-0.1900491 ]
  [-0.17982098]
  ...
  [ 0.06472795]
  [ 0.04942104]
  [ 0.03559874]]

 ...

 [[-0.49089295]
  [-0.49584943]
  [-0.50354886]
  ...
  [-0.14547282]
  [-0.13312042]
  [-0.12271862]]

 [[-0.43348315]
  [-0.43922287]
  [-0.44796148]
  ...
  [-0.19240414]
  [-0.18231429]
  [-0.17437492]]

 [[-0.49896467]
  [-0.5034621 ]
  [-0.5107004 ]
  ...
  [-0.12796141]
  [-0.11631697]
  [-0.10657723]]]","[[ 0.06123768]
 [ 0.0362053 ]
 [ 0.02482509]
 ...
 [-0.11536206]
 [-0.16974509]
 [-0.09975336]]","[[-0.22878744]
 [-0.2087997 ]
 [-0.20459689]
 ...
 [-0.4902642 ]
 [-0.43243447]
 [-0.4987949 ]]",[1.         1.02679107 1.02679107 ... 1.24275918 1.20028838 1.19133875],1.0,1.0,1.0,,0,0,3
YAHOOA2,U_aer,synthetic_2,0,OK,19.471236,False,61368e85-0,"[[624, 626], [659, 661], [894, 896]]",[   1    2    3 ... 1419 1420 1421],"[[[-0.31807992]
  [-0.31199358]
  [-0.27421745]
  ...
  [-0.36657774]
  [-0.4000919 ]
  [-0.41403588]]

 [[-0.31199358]
  [-0.27421745]
  [-0.25323296]
  ...
  [-0.4000919 ]
  [-0.41403588]
  [-0.43747558]]

 [[-0.27421745]
  [-0.25323296]
  [-0.24014178]
  ...
  [-0.41403588]
  [-0.43747558]
  [-0.47392259]]

 ...

 [[-0.49608288]
  [-0.47309889]
  [-0.43553086]
  ...
  [-0.22649156]
  [-0.23974259]
  [-0.29252898]]

 [[-0.47309889]
  [-0.43553086]
  [-0.43226732]
  ...
  [-0.23974259]
  [-0.29252898]
  [-0.28562689]]

 [[-0.43553086]
  [-0.43226732]
  [-0.40362354]
  ...
  [-0.29252898]
  [-0.28562689]
  [-0.29251241]]]","[[[-0.33643654]
  [-0.31531763]
  [-0.2910524 ]
  ...
  [-0.3837879 ]
  [-0.4005662 ]
  [-0.41229683]]

 [[-0.31594345]
  [-0.29502663]
  [-0.2709825 ]
  ...
  [-0.40317303]
  [-0.42013398]
  [-0.432083  ]]

 [[-0.2949957 ]
  [-0.27426657]
  [-0.2504306 ]
  ...
  [-0.42226675]
  [-0.43939212]
  [-0.45151526]]

 ...

 [[-0.49140197]
  [-0.4710164 ]
  [-0.4471198 ]
  ...
  [-0.22797905]
  [-0.24241048]
  [-0.25166294]]

 [[-0.46768266]
  [-0.44692922]
  [-0.42275923]
  ...
  [-0.25593513]
  [-0.27083   ]
  [-0.28051728]]

 [[-0.44824725]
  [-0.42720717]
  [-0.40280062]
  ...
  [-0.2753296 ]
  [-0.2905936 ]
  [-0.3006607 ]]]","[[-0.41587114]
 [-0.4358708 ]
 [-0.4554393 ]
 ...
 [-0.25299528]
 [-0.28218544]
 [-0.30266818]]","[[-0.3519431 ]
 [-0.33126396]
 [-0.31014782]
 ...
 [-0.50587285]
 [-0.48259968]
 [-0.46348524]]",[1.         1.00655587 1.00655587 ... 1.06263873 1.04917155 1.03891842],1.0,1.0,1.0,,0,0,3
