,dataset,pipeline,signal,iteration,f1,recall,precision,observed,expected,tn,fp,fn,tp,status,elapsed,split,run_id
0,YAHOOA3,arima,A3Benchmark-TS64,0,0.9333333333333332,0.875,1.0,"[[413.0, 558.0, 0.4986388881055598], [1098.0, 1236.0, 0.407801832931122], [1325.0, 1427.0, 0.49129710867813425], [1579.0, 1680.0, 0.4222542607430673]]","[[97, 97], [463, 463], [500, 500], [1147, 1147], [1183, 1183], [1374, 1374], [1629, 1629], [1657, 1657]]",,0,1,7,OK,24.250298,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS65,0,1.0,1.0,1.0,"[[290.0, 391.0, 0.2523361046877277], [466.0, 566.0, 0.10232533608004143], [627.0, 731.0, 0.42608433082398134], [944.0, 1045.0, 0.23527957097690758], [1239.0, 1375.0, 0.2661628696656851], [1488.0, 1590.0, 0.15525087706773794]]","[[339, 339], [515, 515], [677, 677], [993, 993], [1288, 1288], [1323, 1323], [1538, 1538]]",,0,0,7,OK,23.075508,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS66,0,1.0,1.0,1.0,"[[1338.0, 1445.0, 0.5205460870721219]]","[[1387, 1387]]",,0,0,1,OK,23.335106,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS67,0,0.8148148148148148,0.6875,1.0,"[[382.0, 674.0, 0.32619132258569206], [956.0, 1062.0, 0.5656480036224547], [1079.0, 1181.0, 0.14652343495543885], [1254.0, 1402.0, 0.18301339023547475], [1442.0, 1543.0, 0.15831521945622404]]","[[62, 62], [70, 70], [284, 284], [331, 331], [431, 431], [437, 437], [529, 529], [607, 607], [621, 621], [1006, 1006], [1128, 1128], [1303, 1303], [1351, 1351], [1386, 1386], [1432, 1432], [1491, 1491]]",,0,5,11,OK,24.592101,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS68,0,0.896551724137931,0.8125,1.0,"[[499.0, 626.0, 0.11154788140142262], [639.0, 770.0, 0.10361307254392053], [779.0, 875.0, 0.03314439647497863], [923.0, 1093.0, 0.27978460088289203], [1274.0, 1439.0, 0.2945853015668714], [1472.0, 1572.0, 0.13332692913427718]]","[[98, 98], [548, 548], [574, 574], [688, 688], [742, 742], [764, 764], [813, 813], [824, 824], [972, 972], [1034, 1034], [1041, 1041], [1160, 1160], [1323, 1323], [1388, 1388], [1521, 1521], [1653, 1653]]",,0,3,13,OK,24.388169,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS69,0,0.923076923076923,0.8571428571428571,1.0,"[[531.0, 660.0, 0.14928222207956643], [731.0, 884.0, 0.3662896344420322], [1308.0, 1411.0, 0.15992026910499058], [1472.0, 1573.0, 0.23474991673945944]]","[[137, 137], [581, 581], [609, 609], [780, 780], [829, 829], [1357, 1357], [1521, 1521]]",,0,1,6,OK,23.93193,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS6,0,0.9090909090909092,0.8333333333333334,1.0,"[[317.0, 420.0, 0.4122510946730433], [463.0, 568.0, 0.5172714901642006], [903.0, 1008.0, 0.5325764651538906], [1240.0, 1410.0, 0.37624654050915274]]","[[249, 249], [367, 367], [513, 513], [952, 952], [1289, 1289], [1358, 1358]]",,0,1,5,OK,24.804838,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS70,0,0.9411764705882352,0.8888888888888888,1.0,"[[251.0, 343.0, 0.03605824218756016], [551.0, 654.0, 0.23477504375998118], [800.0, 901.0, 0.1791904191216604], [912.0, 1109.0, 0.07236410049024014], [1255.0, 1357.0, 0.3221580644507958]]","[[206, 206], [292, 292], [600, 600], [849, 849], [961, 961], [977, 977], [997, 997], [1058, 1058], [1304, 1304]]",,0,1,8,OK,23.837888,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS71,0,0.8148148148148148,0.6875,1.0,"[[395.0, 487.0, 0.20137566525137784], [536.0, 637.0, 0.20341330812155725], [663.0, 833.0, 0.24416201409517274], [866.0, 962.0, 0.15545066483809947], [1062.0, 1300.0, 0.23369677024477303], [1461.0, 1661.0, 0.10702062765972693]]","[[19, 19], [105, 105], [343, 343], [355, 355], [435, 435], [585, 585], [712, 712], [781, 781], [915, 915], [983, 983], [1111, 1111], [1197, 1197], [1246, 1246], [1510, 1510], [1571, 1571], [1610, 1610]]",,0,5,11,OK,25.236821,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS72,0,0.5454545454545454,0.375,1.0,"[[395.0, 576.0, 0.2381046057687777], [1064.0, 1165.0, 0.05755967423307899]]","[[64, 64], [104, 104], [219, 219], [316, 316], [384, 384], [437, 437], [523, 523], [1113, 1113]]",,0,5,3,OK,22.627833,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS73,0,0.5714285714285715,0.4,1.0,"[[684.0, 784.0, 0.0727337728261442], [1067.0, 1131.0, 0.11801902006208165], [1231.0, 1403.0, 0.03641613187255882]]","[[222, 222], [373, 373], [527, 527], [733, 733], [758, 758], [829, 829], [931, 931], [966, 966], [1046, 1046], [1080, 1080], [1243, 1243], [1280, 1280], [1352, 1352], [1573, 1573], [1581, 1581]]",,0,9,6,OK,23.161966,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS74,0,0.8,0.6666666666666666,1.0,"[[625.0, 748.0, 0.22287948022867995], [933.0, 1038.0, 0.3213179052599418]]","[[177, 177], [330, 330], [674, 674], [694, 694], [720, 720], [982, 982]]",,0,2,4,OK,23.030658,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS75,0,0.88,0.7857142857142857,1.0,"[[251.0, 349.0, 0.26931588417528846], [704.0, 855.0, 0.26161360012906565], [1008.0, 1112.0, 0.19298638781453448], [1304.0, 1405.0, 0.18109096594537144], [1483.0, 1586.0, 0.024432417956038944]]","[[6, 6], [28, 28], [253, 253], [264, 264], [295, 295], [753, 753], [802, 802], [1058, 1058], [1353, 1353], [1521, 1521], [1532, 1532], [1554, 1554], [1569, 1569], [1619, 1619]]",,0,3,11,OK,23.314484,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS76,0,0.888888888888889,0.8,1.0,"[[666.0, 772.0, 0.4879367854927695], [1050.0, 1152.0, 0.11569985816386293], [1188.0, 1289.0, 0.26483153705273], [1391.0, 1494.0, 0.3407671397182872]]","[[120, 120], [716, 716], [1099, 1099], [1237, 1237], [1441, 1441]]",,0,1,4,OK,23.415674,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS77,0,0.7692307692307693,0.625,1.0,"[[342.0, 444.0, 0.4114643982588049], [454.0, 557.0, 0.17571948313956934], [709.0, 878.0, 0.4049120036382827], [1062.0, 1394.0, 0.2797955751952264]]","[[122, 122], [391, 391], [503, 503], [758, 758], [802, 802], [818, 818], [825, 825], [1111, 1111], [1188, 1188], [1271, 1271], [1373, 1373], [1413, 1413], [1426, 1426], [1484, 1484], [1549, 1549], [1667, 1667]]",,0,6,10,OK,25.499448,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS78,0,0.7499999999999999,0.6,1.0,"[[451.0, 695.0, 0.25042336072624644], [905.0, 1213.0, 0.24336461990009], [1309.0, 1415.0, 0.31307548332325735]]","[[83, 83], [111, 111], [163, 163], [500, 500], [602, 602], [642, 642], [954, 954], [1025, 1025], [1107, 1107], [1161, 1161], [1287, 1287], [1358, 1358], [1361, 1361], [1558, 1558], [1616, 1616]]",,0,6,9,OK,23.779385,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS79,0,0.888888888888889,0.8,1.0,"[[647.0, 752.0, 0.40485073323127907], [955.0, 1137.0, 0.4314795524206498], [1189.0, 1293.0, 0.403913061379394]]","[[21, 21], [696, 696], [1004, 1004], [1083, 1083], [1239, 1239]]",,0,1,4,OK,24.653704,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS7,0,0.888888888888889,0.8,1.0,"[[346.0, 449.0, 0.42028251588903065], [1150.0, 1254.0, 0.18956394026525666], [1322.0, 1425.0, 0.4155192462691472], [1450.0, 1551.0, 0.3635313809448867]]","[[29, 29], [396, 396], [1200, 1200], [1372, 1372], [1499, 1499]]",,0,1,4,OK,24.205042,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS80,0,0.7000000000000001,0.5384615384615384,1.0,"[[335.0, 486.0, 0.15762869349565697], [1064.0, 1171.0, 0.35577642829119976], [1372.0, 1520.0, 0.27706172533962886]]","[[47, 47], [122, 122], [210, 210], [224, 224], [312, 312], [384, 384], [432, 432], [548, 548], [1113, 1113], [1118, 1118], [1409, 1409], [1421, 1421], [1468, 1468]]",,0,6,7,OK,23.212835,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS81,0,0.8,0.6666666666666666,1.0,"[[765.0, 929.0, 0.2461961778384602], [997.0, 1152.0, 0.12738810119392918], [1323.0, 1424.0, 0.23741383222115384], [1484.0, 1634.0, 0.14571602446158602]]","[[86, 86], [157, 157], [197, 197], [814, 814], [877, 877], [1046, 1046], [1100, 1100], [1372, 1372], [1533, 1533], [1608, 1608], [1619, 1619], [1671, 1671]]",,0,4,8,OK,25.096272,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS82,0,0.6,0.4285714285714285,1.0,"[[648.0, 751.0, 0.39796950274451337], [1318.0, 1422.0, 0.16014714521191734]]","[[697, 697], [1000, 1000], [1040, 1040], [1357, 1357], [1367, 1367], [1593, 1593], [1616, 1616]]",,0,4,3,OK,22.27611,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS83,0,0.8571428571428571,0.75,1.0,"[[395.0, 496.0, 0.23826475784065432], [657.0, 759.0, 0.1646456425252751], [763.0, 952.0, 0.21423589963020345], [1019.0, 1078.0, 0.14111646480804727], [1102.0, 1205.0, 0.14457742469563065], [1302.0, 1405.0, 0.398715894433178]]","[[96, 96], [230, 230], [444, 444], [706, 706], [812, 812], [824, 824], [896, 896], [900, 900], [990, 990], [1026, 1026], [1151, 1151], [1352, 1352]]",,0,3,9,OK,23.798347,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS84,0,0.5714285714285715,0.4,1.0,"[[299.0, 366.0, 0.15843412402419302], [1410.0, 1513.0, 0.2113324161417937]]","[[223, 223], [254, 254], [284, 284], [312, 312], [1459, 1459]]",,0,3,2,OK,22.728404,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS85,0,0.8571428571428571,0.75,1.0,"[[420.0, 521.0, 0.2492604914743585], [700.0, 804.0, 0.29983151112162637], [856.0, 986.0, 0.3160398113577169], [1247.0, 1351.0, 0.3743105226326918], [1428.0, 1529.0, 0.3701851352919643]]","[[89, 89], [157, 157], [469, 469], [750, 750], [905, 905], [933, 933], [1297, 1297], [1477, 1477]]",,0,2,6,OK,22.899133,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS86,0,0.9166666666666666,0.8461538461538461,1.0,"[[368.0, 503.0, 0.20926905311870822], [534.0, 635.0, 0.13199395059443741], [773.0, 876.0, 0.24796795671070943], [1049.0, 1260.0, 0.06938953212538557], [1499.0, 1600.0, 0.14160092818816566], [1612.0, 1680.0, 0.33851623684015447]]","[[295, 295], [417, 417], [451, 451], [583, 583], [822, 822], [864, 864], [977, 977], [1098, 1098], [1116, 1116], [1170, 1170], [1208, 1208], [1548, 1548], [1661, 1661]]",,0,2,11,OK,23.703131,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS87,0,0.7272727272727273,0.5714285714285714,1.0,"[[385.0, 488.0, 0.32426997453508355], [746.0, 847.0, 0.259841414515954], [1326.0, 1435.0, 0.4748584833110043]]","[[27, 27], [161, 161], [223, 223], [434, 434], [795, 795], [1375, 1375], [1382, 1382]]",,0,3,4,OK,22.150215,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS88,0,0.2857142857142857,0.1666666666666666,1.0,"[[1029.0, 1134.0, 0.3538801404518007]]","[[174, 174], [409, 409], [445, 445], [670, 670], [770, 770], [873, 873], [1078, 1078], [1080, 1080], [1239, 1239], [1278, 1278], [1354, 1354], [1439, 1439]]",,0,10,2,OK,21.869566,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS89,0,0.8181818181818181,0.6923076923076923,1.0,"[[586.0, 713.0, 0.26176606563509736], [891.0, 996.0, 0.4436374191811511], [1223.0, 1399.0, 0.35148840505082407], [1483.0, 1583.0, 0.17157025428991962], [1596.0, 1680.0, 0.4892188748570682]]","[[18, 19], [110, 110], [112, 112], [195, 195], [635, 635], [649, 649], [661, 661], [941, 941], [1272, 1272], [1347, 1347], [1532, 1532], [1642, 1642], [1646, 1646]]",,0,4,9,OK,25.327658,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS8,0,1.0,1.0,1.0,"[[618.0, 725.0, 0.6943375948209614], [1044.0, 1151.0, 0.5827223874064559], [1240.0, 1344.0, 0.41085933322912666], [1518.0, 1621.0, 0.5770533919568138]]","[[667, 667], [1094, 1094], [1289, 1289], [1568, 1568]]",,0,0,4,OK,23.68242,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS90,0,0.9473684210526316,0.9,1.0,"[[480.0, 580.0, 0.02237348496943844], [603.0, 714.0, 0.30316287628276406], [868.0, 971.0, 0.3636113174409835], [1013.0, 1115.0, 0.25793120231130784], [1198.0, 1302.0, 0.20378985622882134], [1447.0, 1637.0, 0.23212060634419393]]","[[67, 67], [529, 529], [652, 652], [662, 662], [917, 917], [1062, 1062], [1247, 1247], [1496, 1496], [1568, 1568], [1583, 1583]]",,0,1,9,OK,23.812783,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS91,0,0.888888888888889,0.8,1.0,"[[251.0, 415.0, 0.33242562134994785], [1370.0, 1531.0, 0.6585897423432632]]","[[224, 224], [269, 269], [361, 361], [1420, 1420], [1480, 1480]]",,0,1,4,OK,23.393719,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS92,0,0.7692307692307693,0.625,1.0,"[[371.0, 473.0, 0.3071927076700815], [533.0, 636.0, 0.2510504305254121], [1023.0, 1126.0, 0.18408307008550204], [1173.0, 1278.0, 0.12765575804485743], [1537.0, 1640.0, 0.35564159009235835]]","[[31, 31], [73, 73], [186, 186], [420, 420], [582, 582], [1072, 1072], [1222, 1222], [1587, 1587]]",,0,3,5,OK,23.102099,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS93,0,0.7499999999999999,0.6,1.0,"[[347.0, 438.0, 0.12822116398897584], [778.0, 882.0, 0.21115573621783224], [897.0, 1058.0, 0.24887323217116533], [1303.0, 1408.0, 0.49047195707156405]]","[[138, 138], [210, 210], [252, 252], [303, 303], [347, 347], [383, 383], [828, 828], [946, 946], [961, 961], [1055, 1055], [1096, 1096], [1262, 1262], [1340, 1340], [1352, 1352], [1354, 1354]]",,0,6,9,OK,23.290318,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS94,0,1.0,1.0,1.0,"[[529.0, 632.0, 0.6215254570406684], [1150.0, 1255.0, 0.4718764691183061], [1360.0, 1463.0, 0.15983042650889046]]","[[578, 578], [1199, 1199], [1409, 1409]]",,0,0,3,OK,22.483847,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS95,0,0.6666666666666666,0.5,1.0,"[[315.0, 415.0, 0.1009703138922233], [434.0, 561.0, 0.1159728406775541], [679.0, 779.0, 0.02137368749738315], [958.0, 1101.0, 0.10463861051941238], [1263.0, 1364.0, 0.0792742645105695]]","[[109, 109], [214, 214], [364, 364], [483, 483], [510, 510], [568, 568], [641, 641], [728, 728], [777, 777], [1007, 1007], [1049, 1049], [1249, 1249], [1312, 1312], [1511, 1511], [1589, 1589], [1636, 1636]]",,0,8,8,OK,24.905964,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS96,0,1.0,1.0,1.0,"[[582.0, 686.0, 0.34609943784321295], [981.0, 1086.0, 0.39828129451528144], [1152.0, 1253.0, 0.08724556076162218], [1269.0, 1387.0, 0.20117825197520003]]","[[632, 632], [1030, 1030], [1201, 1201], [1318, 1318], [1335, 1335]]",,0,0,5,OK,23.721998,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS97,0,0.7499999999999999,0.6,1.0,"[[462.0, 631.0, 0.33647359918177333], [661.0, 764.0, 0.27523841844883074], [1199.0, 1303.0, 0.537083331572938], [1539.0, 1643.0, 0.5092327762531637]]","[[21, 21], [77, 77], [191, 191], [272, 272], [473, 473], [511, 511], [578, 578], [710, 710], [1249, 1249], [1589, 1589]]",,0,4,6,OK,24.455575,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS98,0,0.761904761904762,0.6153846153846154,1.0,"[[539.0, 606.0, 0.08358041378682204], [741.0, 844.0, 0.2711709402373113], [973.0, 1073.0, 0.07712942136650104], [1118.0, 1219.0, 0.19330491460409702], [1334.0, 1543.0, 0.21323330345794653]]","[[11, 11], [142, 142], [304, 304], [504, 504], [524, 524], [553, 553], [762, 762], [790, 790], [1022, 1022], [1167, 1167], [1383, 1383], [1466, 1466], [1491, 1491]]",,0,5,8,OK,23.606924,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS99,0,1.0,1.0,1.0,"[[278.0, 462.0, 0.3444866447653209], [856.0, 1102.0, 0.33246164666959555], [1483.0, 1632.0, 0.3166560011054349]]","[[327, 327], [369, 369], [405, 405], [906, 906], [964, 964], [1029, 1029], [1049, 1049], [1533, 1533], [1545, 1545], [1557, 1557], [1581, 1581]]",,0,0,11,OK,24.725263,False,e65b646c-0
0,YAHOOA3,arima,A3Benchmark-TS9,0,0.8235294117647058,0.7,1.0,"[[256.0, 414.0, 0.6659358649279932], [1099.0, 1206.0, 0.5623467717722959], [1296.0, 1399.0, 0.3350816659663072], [1505.0, 1624.0, 0.27831566456300827]]","[[85, 85], [175, 175], [303, 303], [306, 306], [356, 356], [1149, 1149], [1345, 1345], [1554, 1554], [1572, 1572], [1647, 1647]]",,0,3,7,OK,24.16787,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS100,0,0.7272727272727273,0.5714285714285714,1.0,"[[852.0, 953.0, 0.1716858385586072], [957.0, 1010.0, 0.18755693114485658], [1083.0, 1185.0, 0.20525524799633688], [1326.0, 1428.0, 0.23371718484429557]]","[[85, 85], [169, 169], [237, 237], [901, 901], [1006, 1006], [1132, 1132], [1376, 1376]]",,0,3,4,OK,25.058485,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS10,0,0.6666666666666666,0.5,1.0,"[[877.0, 977.0, 0.08858076316551589], [989.0, 1090.0, 0.17316694476345657]]","[[596, 596], [851, 851], [926, 926], [1038, 1038]]",,0,2,2,OK,24.011012,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS11,0,0.7499999999999999,0.6,1.0,"[[706.0, 910.0, 0.845762440784783]]","[[756, 756], [851, 851], [855, 855], [1459, 1459], [1511, 1511]]",,0,2,3,OK,23.775779,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS12,0,0.8000000000000002,0.8,0.8,"[[539.0, 609.0, 0.4583266157935883], [729.0, 915.0, 0.48740154793346957], [1273.0, 1442.0, 0.5085635939218666], [1619.0, 1680.0, 0.011285845716373198]]","[[98, 98], [778, 778], [859, 859], [1322, 1322], [1668, 1668]]",,1,1,4,OK,27.312663,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS13,0,0.782608695652174,0.6428571428571429,1.0,"[[387.0, 487.0, 0.10648000077386105], [561.0, 848.0, 0.34191346211671925], [1225.0, 1425.0, 0.2663548493413983]]","[[11, 11], [32, 32], [36, 36], [187, 187], [436, 436], [610, 610], [667, 667], [693, 693], [705, 705], [793, 793], [1305, 1305], [1335, 1335], [1373, 1373], [1506, 1506]]",,0,5,9,OK,25.350238,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS14,0,0.5882352941176471,0.4545454545454545,0.8333333333333334,"[[443.0, 512.0, 0.6460594914363242], [892.0, 962.0, 0.10467252164724902], [976.0, 1078.0, 0.13921506356061011], [1149.0, 1250.0, 0.16914007010182608], [1387.0, 1508.0, 0.4080873008972963]]","[[88, 88], [93, 93], [137, 137], [401, 401], [459, 459], [1025, 1025], [1198, 1198], [1437, 1437], [1457, 1457], [1620, 1620], [1677, 1677]]",,1,6,5,OK,26.008756,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS15,0,0.7142857142857143,0.5555555555555556,1.0,"[[411.0, 605.0, 0.16435537672717354], [1071.0, 1175.0, 0.10698244767463722], [1503.0, 1673.0, 0.1337429389726591]]","[[30, 30], [64, 64], [210, 210], [460, 460], [555, 555], [1120, 1120], [1552, 1552], [1621, 1621], [1680, 1680]]",,0,4,5,OK,23.786013,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS16,0,1.0,1.0,1.0,"[[350.0, 455.0, 0.3557388054119896]]","[[399, 399]]",,0,0,1,OK,23.610963,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS17,0,0.8235294117647058,0.7,1.0,"[[395.0, 515.0, 0.2232815694353823], [669.0, 774.0, 0.21448133170151917], [1050.0, 1152.0, 0.20169773727867912], [1273.0, 1410.0, 0.5808214862115455]]","[[2, 2], [211, 211], [350, 350], [416, 416], [462, 462], [718, 718], [1099, 1099], [1322, 1322], [1353, 1353], [1357, 1357]]",,0,3,7,OK,24.954272,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS18,0,0.6666666666666666,1.0,0.5,"[[347.0, 460.0, 0.08110982188972814], [925.0, 1089.0, 0.26220144488732183]]","[[974, 974]]",,1,0,1,OK,25.27932,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS19,0,0.6666666666666666,0.5,1.0,"[[308.0, 414.0, 0.06673446359905931], [993.0, 1109.0, 0.20464107578638066], [1246.0, 1404.0, 0.2713247172370531], [1507.0, 1607.0, 0.021406855750147145]]","[[140, 140], [153, 153], [357, 357], [661, 661], [720, 720], [766, 766], [1042, 1042], [1054, 1054], [1176, 1176], [1295, 1295], [1353, 1353], [1556, 1556]]",,0,6,6,OK,25.075321,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS1,0,0.7000000000000001,0.5384615384615384,1.0,"[[701.0, 804.0, 0.7794924438504898], [875.0, 1033.0, 0.22557115688030632], [1370.0, 1512.0, 0.4014689855979135], [1592.0, 1680.0, 0.06163760219061133]]","[[187, 187], [213, 213], [283, 283], [484, 484], [553, 553], [751, 751], [843, 843], [907, 907], [946, 946], [979, 979], [1419, 1419], [1457, 1457], [1641, 1641]]",,0,6,7,OK,26.822675,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS20,0,0.4705882352941176,0.3076923076923077,1.0,"[[552.0, 656.0, 0.44585660390000226], [976.0, 1171.0, 0.16406808172418316]]","[[44, 44], [353, 353], [387, 387], [394, 394], [464, 464], [602, 602], [1025, 1025], [1119, 1119], [1147, 1147], [1314, 1314], [1435, 1435], [1525, 1525], [1666, 1666]]",,0,9,4,OK,23.896253,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS21,0,0.8181818181818181,0.6923076923076923,1.0,"[[261.0, 391.0, 0.21086497691702358], [675.0, 891.0, 0.15177846175923063], [1121.0, 1222.0, 0.037684077161734594], [1382.0, 1525.0, 0.1861324655098022]]","[[98, 98], [242, 242], [310, 310], [337, 337], [724, 724], [789, 789], [801, 801], [839, 839], [976, 976], [1068, 1068], [1170, 1170], [1431, 1431], [1473, 1473]]",,0,4,9,OK,23.458088,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS22,0,0.7777777777777777,0.7,0.875,"[[368.0, 468.0, 0.08178124997600901], [574.0, 700.0, 0.22871062082375399], [912.0, 1010.0, 0.5315426010486763], [1408.0, 1584.0, 0.3395877796755975]]","[[90, 90], [282, 282], [401, 401], [417, 417], [576, 576], [623, 623], [647, 647], [799, 799], [1457, 1457], [1532, 1532]]",,1,3,7,OK,25.580574,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS23,0,1.0,1.0,1.0,"[[365.0, 468.0, 0.3752058865349438], [592.0, 695.0, 0.22592931276480213], [1046.0, 1160.0, 0.46023238867468835]]","[[414, 414], [641, 641], [1095, 1095], [1107, 1107]]",,0,0,4,OK,23.129328,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS24,0,0.3636363636363636,0.2222222222222222,1.0,"[[318.0, 420.0, 0.3170222952623574], [899.0, 999.0, 0.07848772026123572]]","[[69, 69], [182, 182], [367, 367], [506, 506], [783, 783], [948, 948], [1585, 1585], [1644, 1644], [1662, 1662]]",,0,7,2,OK,24.227933,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS25,0,0.25,0.1818181818181818,0.4,"[[443.0, 507.0, 0.23445952262874506], [942.0, 1010.0, 0.16313390907374137], [1103.0, 1205.0, 0.10346833967910027], [1418.0, 1490.0, 0.13843335184520156]]","[[13, 13], [208, 208], [244, 244], [290, 290], [345, 345], [554, 554], [598, 598], [721, 721], [892, 892], [1152, 1152], [1193, 1193]]",,3,9,2,OK,25.938735,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS26,0,0.5,0.5,0.5,"[[971.0, 1037.0, 0.0216766912020512], [1336.0, 1440.0, 0.49244729653753183]]","[[1056, 1056], [1385, 1385]]",,1,1,1,OK,24.510716,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS27,0,0.125,0.0666666666666666,1.0,"[[611.0, 711.0, 0.0243810271599644]]","[[118, 118], [259, 259], [371, 371], [417, 417], [542, 542], [660, 660], [743, 743], [822, 822], [1087, 1087], [1130, 1130], [1197, 1197], [1302, 1302], [1306, 1306], [1485, 1485], [1647, 1647]]",,0,14,1,OK,25.228283,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS28,0,0.4,0.25,1.0,"[[1083.0, 1295.0, 0.17319905525833917]]","[[82, 82], [330, 330], [615, 615], [639, 639], [836, 836], [1059, 1059], [1078, 1078], [1132, 1132], [1183, 1183], [1240, 1240], [1369, 1369], [1564, 1564]]",,0,9,3,OK,23.802732,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS29,0,0.4444444444444445,0.2857142857142857,1.0,"[[442.0, 544.0, 0.2323156238449273], [767.0, 923.0, 0.21286567426244452]]","[[7, 7], [122, 122], [149, 149], [491, 491], [817, 817], [839, 839], [871, 871], [1076, 1076], [1164, 1164], [1279, 1279], [1371, 1371], [1463, 1463], [1505, 1505], [1545, 1545]]",,0,10,4,OK,23.767808,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS2,0,1.0,1.0,1.0,"[[385.0, 487.0, 0.38043770246843095], [637.0, 781.0, 0.5144979145143953], [1205.0, 1310.0, 0.6639740557430942], [1370.0, 1474.0, 0.6335667136908288]]","[[434, 434], [686, 686], [724, 724], [1255, 1255], [1420, 1420]]",,0,0,5,OK,24.79522,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS30,0,1.0,1.0,1.0,"[[282.0, 412.0, 0.1857112593660957], [619.0, 719.0, 0.11276020378320942], [898.0, 1000.0, 0.3956657870173036], [1385.0, 1487.0, 0.1901797981838411]]","[[331, 331], [361, 361], [668, 668], [947, 947], [1434, 1434]]",,0,0,5,OK,22.025649,False,e65b646c-0
0,YAHOOA4,arima,A4Benchmark-TS31,0,0.5714285714285715,0.5,0.6666666666666666,"[[539.0, 612.0, 0.6858965584440294], [1212.0, 1313.0, 0.2095380211136136], [1329.0, 1432.0, 0.37134722479844573]]","[[40, 40], [198, 198], [1261, 1261], [1378, 1378]]",,1,2,2,OK,28.541159,False,e65b646c-0
